feature_index,median_log2FC_SUP_vs_C,mean_log2FC_SUP_vs_C,wilcoxon_p,wilcoxon_q_bh,sup_detect_frac,c_detect_frac,mean_sup_rel_abund,tau_species_specificity,top_species,is_secreted,is_uniquely_secreted,row ID,row m/z,row retention time,adduct,parent_mass,charge,has_ms2,detection_count,detection_rate
6566,5.522335592574452,5.4574621246753825,2.6580083839356877e-49,1.477636660928157e-48,0.9897260273972602,0.726027397260274,9.990847783093956e-05,0.12447014801578761,Pseudomicrostroma phylloplanum,True,False,8289,229.1541,1.191,[M+H]1+,,1,True,525,0.83
2891,5.784817129538516,5.073632898092582,4.0599052227967215e-46,1.0273686411328798e-45,0.886986301369863,0.4452054794520548,9.986766982413976e-05,0.7458256870597474,Rhodotorula diobovata,True,False,3484,513.308,1.550902,[M+2H]2+,1024.5999,2,True,400,0.64
5023,6.577149521117968,6.439478368814019,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.07191780821917808,9.983636428910894e-05,0.6350790443502793,Rhodotorula araucariae,True,False,6155,415.2326,1.953198,[M+H]1+,,1,True,322,0.51
3003,6.610196611704867,6.479159283639282,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.003424657534246575,9.978438936817512e-05,0.5537366748471341,Rhodotorula paludigena,True,False,3616,331.6494,1.479604,[M+H]1+,,1,True,301,0.48
6914,5.218294301253411,5.257412562255538,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.6883561643835616,9.977987210499874e-05,0.28107434993789054,Rhodotorula araucariae,True,False,8859,439.2535,2.349921,[M+H]1+,438.2462,1,True,506,0.8
6473,6.18620182053493,6.22389075862657,5.646719428560811e-49,1.9768964996196178e-48,0.9828767123287672,0.10273972602739725,9.968861398501272e-05,0.4712767084309748,Rhodotorula sp. clade I,True,False,8150,491.2844,1.571,[M+H]1+,,1,True,330,0.52
4542,5.960363906348318,6.073782358251343,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.1232876712328767,9.966330801542421e-05,0.6004016421698991,Rhodotorula sp. clade I,True,False,5533,251.1442,0.539,[M+H+K]2+,462.3174,2,True,336,0.53
5907,6.501002945105977,6.209742191649465,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.2534246575342466,9.958954621503824e-05,0.12454119136322744,Rhodotorula graminis,True,False,7351,427.2653,0.984799,[M+H]1+,,1,True,377,0.6
7101,6.572403819673844,6.448432409336494,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.0410958904109589,9.954647059083508e-05,0.41409301385485386,Rhodotorula sp. clade I,True,False,9161,512.3428,1.73677,[M+H]1+,,1,True,313,0.5
2432,4.622697746293516,4.544495353915016,4.1237832333111846e-49,1.5604640353669662e-48,0.9897260273972602,0.6164383561643836,9.950732641370957e-05,0.4405753414545013,Rhodotorula sp. clade I,True,False,2901,403.2539,0.559228,[M+H]1+,402.2466,1,True,485,0.77
2462,5.378035278782937,5.249795264716293,2.2655649925557164e-49,1.477636660928157e-48,0.9897260273972602,0.4246575342465753,9.949430405009086e-05,0.6105204376382904,Cystobasidium sp.,True,False,2942,302.207,0.586599,[M+H]1+,,1,True,429,0.68
5588,5.2382531165086235,5.073429479113239,1.2512008710066128e-49,1.477636660928157e-48,0.9965753424657534,1.0,9.945219949088617e-05,0.262857076991996,Rhodotorula pacifica,True,False,6920,275.1602,0.934335,[M+H]1+,,1,True,626,1.0
6801,5.920382655019537,5.704858699072472,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.5034246575342466,9.941111402624347e-05,0.22622697061894045,Rhodotorula sp. clade XIII,True,False,8664,523.2741,2.096714,[M+H]1+,,1,True,454,0.72
4912,6.061128901801421,5.9210701501072585,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.3493150684931507,9.934885779733441e-05,0.38422223006135425,Cystobasidium sp.,True,False,6012,494.2681,2.396447,[M+NH3+H]1+,476.2285,1,True,407,0.65
4136,2.490075046992415,2.4595142167231665,1.3727346895328388e-49,1.477636660928157e-48,0.9897260273972602,1.0,9.934035658535014e-05,0.39321158133552175,Rhodotorula sp. clade XI,True,False,5022,159.0913,0.598245,[M+H]1+,,1,True,598,0.95
5190,6.450127101229217,6.2857825492556625,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.05136986301369863,9.926079239856694e-05,0.44229699458748095,Rhodotorula kratochvilovae,True,False,6370,606.312,1.263246,[M+ACN+H]1+,564.2675,1,True,316,0.5
6621,6.688591762509949,6.506937361758837,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.0136986301369863,9.91333325089842e-05,0.3163579366618724,Cystobasidium sp.,True,False,8369,372.2073,2.004,[M+H]1+,,1,True,304,0.48
4807,6.066079769649896,6.0293356365851585,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.3458904109589041,9.911515920713157e-05,0.22851376409107838,Rhodotorula kratochvilovae,True,False,5879,642.2862,1.97981,[M+H]1+,,1,True,405,0.64
2841,4.4364159771152885,4.07826599509637,3.2177587530816715e-49,1.477636660928157e-48,0.9897260273972602,0.7945205479452054,9.888360869188182e-05,0.6245714273931607,Rhodotorula graminis,True,False,3420,272.0621,3.703,[M+H]1+,,1,True,534,0.85
5302,6.364606691831714,6.162561194921593,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.1815068493150685,9.888022497338922e-05,0.3394074278707795,Rhodotorula sp. clade XI,True,False,6527,444.2805,0.737302,[M+NH3+H]1+,426.2467,1,True,358,0.57
4408,5.984381601131401,5.809863056101809,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.4486301369863014,9.880005113294932e-05,0.44155584632610945,Rhodotorula taiwanensis,True,False,5375,504.2695,1.385717,[M+2H]2+,1005.5219,2,True,435,0.69
4595,6.683156536379748,6.407762193222809,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.05136986301369863,9.870054436205471e-05,0.27663530213275567,Rhodotorula toruloides,True,False,5606,619.3511,2.555,[M+H]1+,,1,True,316,0.5
6757,5.643879758753696,5.519555002812721,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.5856164383561644,9.866080578922149e-05,0.26780405888493397,Rhodotorula diobovata,True,False,8599,548.2922,1.364951,[M+H]1+,,1,True,476,0.76
6993,5.168395194206884,5.309988875788603,1.2383765391869726e-49,1.477636660928157e-48,1.0,0.6986301369863014,9.863372768110335e-05,0.17041373582043332,Rhodotorula kratochvilovae,True,False,8987,231.1156,1.649326,[M+H]1+,,1,True,516,0.82
5676,6.499139586654457,6.315668249173814,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.1815068493150685,9.859339976879807e-05,0.4204305751604645,Rhodotorula diobovata,True,False,7033,540.2524,2.016607,[M+H]1+,,1,True,355,0.56
7607,6.664870865172048,6.430779213327192,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.0410958904109589,9.855286769064797e-05,0.34358482297715975,Rhodotorula sp. clade I,True,False,10021,555.2795,2.671091,[M+H]1+,,1,True,312,0.5
5178,6.469526364602878,6.389618250928022,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.017123287671232876,9.850605986714596e-05,0.4677554702928759,Rhodotorula sp. clade I,True,False,6355,563.7842,1.097449,[M+2H]2+,,2,True,305,0.48
5122,6.4387336263819535,6.27066542790008,8.144560602507305e-49,2.740357720645844e-48,0.9828767123287672,0.003424657534246575,9.842585952521158e-05,0.42016532781711313,Rhodotorula araucariae,True,False,6281,384.1907,2.131308,[M+H]1+,,1,True,299,0.48
6358,6.582960466851915,6.489981018480285,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.023972602739726026,9.84141337313059e-05,0.2569866040594247,Rhodotorula sp. clade I,True,False,7987,392.2531,2.698,[M-NH3+H2O+H]1+,390.2698,1,True,307,0.49
9240,6.279716492645985,5.866676560073386,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.4726027397260274,9.837497827358835e-05,0.1342758174990467,Rhodotorula dairenensis,True,False,13651,601.2958,2.450499,[M+H]1+,,1,True,443,0.7
6294,6.629574345631207,6.503058233865715,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.03424657534246575,9.826250372047484e-05,0.19092243508806125,Rhodotorula dairenensis,True,False,7900,988.5058,2.901633,[M+H]1+,,1,True,311,0.49
5060,5.685049668603033,5.844700842997141,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.18493150684931506,9.815191497942129e-05,0.599016164613457,Rhodotorula taiwanensis,True,False,6202,566.2708,2.25492,[M+H]1+,,1,True,356,0.57
5421,6.4270149368656675,6.26011625701056,2.5217816936900403e-48,7.801806899288832e-48,0.9726027397260274,0.00684931506849315,9.814467740840492e-05,0.48399795521917094,Rhodotorula sp. clade I,True,False,6695,968.4922,1.977776,[M+K]1+,929.529,1,True,297,0.47
4681,6.630690491633309,6.133206448218253,8.144560602507305e-49,2.740357720645844e-48,0.9828767123287672,0.10273972602739725,9.802201538992022e-05,0.5208304796111445,Rhodotorula sp. clade XIII,True,False,5711,427.2045,1.414724,[M+H]1+,,1,True,328,0.52
4199,5.828128368928756,5.557524354944023,1.823645343849845e-49,1.477636660928157e-48,0.9931506849315068,0.636986301369863,9.79367292349175e-05,0.35711786785578453,Cystobasidium sp.,True,False,5107,223.1072,0.927277,[M+H]1+,,1,True,492,0.78
5206,6.025286575597954,6.1575983272274595,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.10616438356164383,9.790242082548108e-05,0.45919039364108516,Cystobasidium sp.,True,False,6391,375.2012,1.846244,[M+H]1+,,1,True,332,0.53
4168,4.9443760396446175,4.9229580957921275,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.7431506849315068,9.77837895865174e-05,0.20292847647239887,Pseudomicrostroma phylloplanum,True,False,5062,375.2234,0.690858,[M+H]1+,,1,True,522,0.83
4948,6.3751357889522335,6.349412840015125,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.0821917808219178,9.77191245305762e-05,0.2716941904717576,Pseudomicrostroma phylloplanum,True,False,6058,656.2909,2.9394,[M+H]1+,,1,True,326,0.52
7026,6.4846658416519976,6.104038058899578,5.588040871311064e-49,1.969865821503395e-48,0.9863013698630136,0.2568493150684932,9.771893920714717e-05,0.23399118132822833,Pseudomicrostroma phylloplanum,True,False,9036,623.3463,2.690148,[M+H]1+,,1,True,375,0.6
6100,6.631128039029843,6.5228477419704145,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.003424657534246575,9.768794877013233e-05,0.35850534200096495,Rhodotorula araucariae,True,False,7627,899.5171,0.92438,[M+H]1+,898.5098,1,True,301,0.48
4568,5.599263441439582,5.332566447885022,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.6404109589041096,9.768235435485727e-05,0.3919944361088092,Pseudomicrostroma phylloplanum,True,False,5567,451.2176,1.064436,[M+H]1+,,1,True,492,0.78
5234,6.327534537472259,6.251498894164035,1.7301812373332855e-48,5.492190469995572e-48,0.976027397260274,0.00684931506849315,9.765516670549988e-05,0.46296989896247154,Rhodotorula sp. clade I,True,False,6433,642.3798,1.707698,[M+H]1+,,1,True,298,0.47
7353,6.617536690532749,6.481492441676003,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.030821917808219176,9.765224035824295e-05,0.1938376940019209,Rhodotorula sp. clade I,True,False,9572,1085.5328,1.951803,[M+2H]2+,,2,True,309,0.49
5743,6.568297763296869,6.482003324319872,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.03767123287671233,9.762286597622426e-05,0.3089619337885534,Rhodotorula toruloides,True,False,7130,627.3234,1.220249,[M+H]1+,626.3161,1,True,312,0.5
7314,6.574278519087451,6.368684028580682,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.1643835616438356,9.761350589951644e-05,0.2606593824369927,Rhodotorula araucariae,True,False,9510,319.1391,3.106394,[M+ACN+H]1+,277.0998,1,True,348,0.55
6764,6.462607021940469,6.400245666599176,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.06506849315068493,9.75848581389826e-05,0.2975731169755531,Cystobasidium sp.,True,False,8609,591.3118,1.834643,[M+H]1+,,1,True,319,0.51
2959,5.784731491877517,5.861809246620359,5.357315199339612e-48,1.5896742702691594e-47,0.9657534246575342,0.0273972602739726,9.747113676259543e-05,0.7144943284208517,Rhodotorula sp. clade I,True,False,3561,477.3058,2.241458,[M+H]1+,476.2985,1,True,303,0.48
3199,6.4231127920033515,6.3490400178900765,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.10616438356164383,9.74546299666225e-05,0.7787848264397784,Rhodotorula araucariae,True,False,3856,593.3387,1.161237,[M+H]1+,,1,True,332,0.53
6221,6.308904236664569,6.252151640673587,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.04794520547945205,9.741345832207872e-05,0.5243428980828663,Rhodotorula taiwanensis,True,False,7794,759.3646,2.133114,[M+Na]1+,736.3754,1,True,314,0.5
6924,6.641425746197902,6.416516474962821,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.0684931506849315,9.725546186403565e-05,0.24693592924435148,Cystobasidium sp.,True,False,8875,552.3373,3.089837,[M+H]1+,551.33,1,True,322,0.51
6372,6.569647400469796,6.278942687567389,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.18493150684931506,9.721738164888584e-05,0.20168197762108173,Rhodotorula dairenensis,True,False,8012,663.2781,3.176,[M+H]1+,662.2708,1,True,357,0.57
2609,2.3851890484719234,1.9783990228301378,1.8977608867730407e-28,3.2927048552828326e-28,1.0,0.9965753424657534,9.716955124234146e-05,0.6311642217069896,Rhodotorula taiwanensis,True,False,3135,357.1459,7.54178,[M+H]1+,356.1386,1,True,628,1.0
5965,6.512757952906818,6.391819081390958,5.588040871311064e-49,1.969865821503395e-48,0.9863013698630136,0.00684931506849315,9.714436108865865e-05,0.45914749544998246,Rhodotorula sp. clade I,True,False,7426,415.2904,2.082428,[M+H]1+,,1,True,301,0.48
6494,6.6249306445961995,6.399223685937311,5.588040871311064e-49,1.969865821503395e-48,0.9863013698630136,0.0,9.713711917646218e-05,0.3873517079677448,Rhodotorula dairenensis,True,False,8181,384.2595,1.587691,[M+H]1+,,1,True,299,0.48
7455,6.561979856146863,6.290028416450945,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.1506849315068493,9.712748673754425e-05,0.27822841201472465,Rhodotorula glutinis,True,False,9742,405.2121,1.948193,[M+H]1+,,1,True,349,0.55
5597,6.518631828719498,6.413920331686904,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.04452054794520548,9.693784732915558e-05,0.45272491499807405,Cystobasidium sp.,True,False,6933,447.2585,1.644328,[M+H]1+,,1,True,313,0.5
4618,2.670255446265063,2.437251651304879,2.1867292680044025e-45,5.3495599767896795e-45,0.9897260273972602,0.9863013698630136,9.68593060317353e-05,0.4182116942545191,Rhodotorula pacifica,True,False,5635,450.2891,5.149,[M+Na]1+,426.2965,1,True,594,0.94
5134,1.5803544118122215,1.5899563096723466,6.388806310832839e-47,1.704377403928813e-46,1.0,1.0,9.683444208598672e-05,0.47833452757640105,Rhodotorula sp. clade XIII,True,False,6294,201.1232,0.532218,[M+H]1+,,1,True,629,1.0
6588,6.618982593048786,6.4900719097164075,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.0273972602739726,9.66008053620349e-05,0.2945497569367207,Rhodotorula araucariae,True,False,8319,729.4148,4.481,[M+H]1+,728.4075,1,True,308,0.49
4673,6.286116711629775,6.249635918826676,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.03424657534246575,9.65837413064346e-05,0.5115078592025294,Cystobasidium sp.,True,False,5700,539.2854,2.121433,[M+H]1+,,1,True,310,0.49
4172,5.802557552892791,5.821161010908266,1.7485422039368787e-48,5.532195132641826e-48,0.9726027397260274,0.0136986301369863,9.650657276487229e-05,0.6624505639950525,Rhodotorula sp. clade I,True,False,5068,571.3223,2.368483,[M+CH3OH+H]1+,538.2779,1,True,299,0.48
2134,6.628416560950847,6.373403185747425,8.144560602507305e-49,2.740357720645844e-48,0.9828767123287672,0.0,9.649565786199977e-05,0.4993546754604794,Rhodotorula dairenensis,True,False,2534,716.4321,2.350083,[M+H]1+,,1,True,298,0.47
6690,6.222047204379997,6.372850103269571,5.588040871311064e-49,1.969865821503395e-48,0.9863013698630136,0.0136986301369863,9.641788332661388e-05,0.26782597369852484,Cystobasidium sp.,True,False,8479,660.3449,1.764818,[M+H]1+,,1,True,303,0.48
6043,5.782141962791199,6.122840613665121,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.1267123287671233,9.640340601143462e-05,0.47580446596511505,Pseudomicrostroma phylloplanum,True,False,7542,496.2839,1.465857,[M-NH3+H]1+,509.2966,1,True,339,0.54
5417,6.507686558370479,6.28175707857558,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.1404109589041096,9.635058220639884e-05,0.3154142589305564,Rhodotorula sp. clade XI,True,False,6691,426.6963,1.991442,[M+H]1+,,1,True,344,0.55
5118,5.573171149821846,5.3329329657784355,2.6580083839356877e-49,1.477636660928157e-48,0.9897260273972602,0.708904109589041,9.623880630658627e-05,0.1988468151285341,Rhodotorula araucariae,True,False,6277,352.1855,1.262,[M+H]1+,,1,True,512,0.81
4655,6.193510798345732,5.8050541611572095,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.3767123287671233,9.621134261164822e-05,0.18630519856451122,Rhodotorula mucilaginosa,True,False,5678,516.3124,0.576,[M+H]1+,,1,True,413,0.66
4177,5.854828589833471,5.794030474905819,3.8741367757129365e-49,1.477636660928157e-48,0.9863013698630136,0.2636986301369863,9.620268963343253e-05,0.5273372638328807,Rhodotorula sp. clade I,True,False,5074,554.3369,1.093787,[M+H]1+,,1,True,380,0.6
5709,6.139735627169136,6.17778598057832,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.21232876712328766,9.619312155744389e-05,0.34614993024497487,Cystobasidium sp.,True,False,7081,294.1805,0.821504,[M+H]1+,,1,True,366,0.58
4505,2.8990556509136653,2.968756493571652,2.029487215675734e-49,1.477636660928157e-48,0.9897260273972602,1.0,9.611930569908732e-05,0.3069937657346263,Rhodotorula glutinis,True,False,5488,406.196,1.871764,[M+2Na-H]1+,361.2226,1,True,598,0.95
5107,6.267858670069762,6.056181574585592,8.230384883405496e-49,2.7561748188595153e-48,0.9794520547945206,0.2705479452054795,9.610660721777051e-05,0.27730737254624055,Pseudomicrostroma phylloplanum,True,False,6264,557.7778,1.4676,[M+H]1+,,1,True,378,0.6
2470,6.187313575402699,6.07251825290416,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.09246575342465753,9.607558614709617e-05,0.658910636873179,Rhodotorula kratochvilovae,True,False,2953,266.1313,1.734662,[M+H]1+,,1,True,327,0.52
8699,6.598586466468264,6.407271797309629,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.04794520547945205,9.60522138572107e-05,0.32584201054332834,Rhodotorula sp. clade I,True,False,12268,465.2693,1.456,[M+H]1+,,1,True,317,0.5
5406,6.557200015443955,6.399229569096103,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.00684931506849315,9.602553530518754e-05,0.450572188564762,Rhodotorula sp. clade I,True,False,6679,490.3092,2.418494,[M+H]1+,,1,True,302,0.48
5501,6.614709701296476,6.441517052803024,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.02054794520547945,9.602445576034502e-05,0.5194953604402395,Rhodotorula sp. clade XI,True,False,6797,633.3408,1.723818,[M+H]1+,,1,True,306,0.49
3444,6.127722108796752,5.999907332886596,5.588040871311064e-49,1.969865821503395e-48,0.9863013698630136,0.0,9.601455711250907e-05,0.3944890570119757,Cystobasidium sp.,True,False,4158,742.444,0.837347,[M-NH3+H2O+H]1+,740.4412,1,True,299,0.48
7223,6.612102395971095,6.437321877240338,8.144560602507305e-49,2.740357720645844e-48,0.9828767123287672,0.017123287671232876,9.599254891603192e-05,0.15595101148500137,Rhodotorula dairenensis,True,False,9351,852.3846,1.983432,[M+H]1+,,1,True,303,0.48
9504,4.902339076305779,4.902807906129496,1.8617408700770504e-49,1.477636660928157e-48,0.9897260273972602,0.7636986301369864,9.596655235298014e-05,0.2853967620923851,Rhodotorula pacifica,True,False,14346,599.3378,1.514139,[M+H]1+,,1,True,528,0.84
6447,6.5194244315242225,6.351082433602182,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.1404109589041096,9.588105721900126e-05,0.23535377503627558,Pseudomicrostroma phylloplanum,True,False,8114,659.2547,1.573322,[M+H]1+,,1,True,344,0.55
7083,5.974093376165956,5.775230544018045,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.4623287671232877,9.577629855721783e-05,0.36089750965025214,Rhodotorula sp. clade I,True,False,9140,294.1806,1.074219,[M+H]1+,,1,True,440,0.7
4198,5.567635091182468,5.5982563068713125,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.4006849315068493,9.570529941454464e-05,0.5284435492925801,Rhodotorula taiwanensis,True,False,5106,656.2905,3.067,[M+H]1+,,1,True,421,0.67
7661,6.323197413966245,6.302296673479578,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.03424657534246575,9.568059441569176e-05,0.34647064478462986,Pseudomicrostroma phylloplanum,True,False,10111,401.2747,1.544154,[M+H]1+,,1,True,312,0.5
5669,6.365665781417913,6.279252178912026,8.144560602507305e-49,2.740357720645844e-48,0.9828767123287672,0.0,9.567684519191523e-05,0.30908164643411473,Cystobasidium sp.,True,False,7025,611.3861,1.644336,[M+H]1+,,1,True,298,0.47
5609,6.479132850594507,6.23455017491514,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.010273972602739725,9.567265455320783e-05,0.42799462714551667,Rhodotorula taiwanensis,True,False,6955,408.2675,1.066,[M+H]1+,406.2568,1,True,303,0.48
5039,5.852932592945587,6.1833431691890635,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.003424657534246575,9.564997885150185e-05,0.5306895536788663,Rhodotorula sp. clade I,True,False,6175,548.3177,0.890365,[M+H]1+,,1,True,301,0.48
4258,3.664071471123581,3.667373362524888,1.3173329032531715e-49,1.477636660928157e-48,0.9897260273972602,0.9931506849315068,9.564889746426073e-05,0.21444368383294163,Pseudomicrostroma phylloplanum,True,False,5184,507.2435,1.27352,[M+H]1+,,1,True,596,0.95
713,1.5780416256300898,1.3581145144171185,3.901998352524977e-16,5.681832836433482e-16,0.9897260273972602,0.8698630136986302,9.563513298206971e-05,0.5811390797378109,Rhodotorula dairenensis,True,False,809,381.2985,5.564458,[M+Na]1+,358.3093,1,True,588,0.93
6561,6.5802094252001275,6.431502700384122,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.07191780821917808,9.543195644704183e-05,0.1545281012681932,Rhodotorula sp. clade I,True,False,8279,642.3798,1.182448,[M+H]1+,,1,True,323,0.51
6974,6.475432344268696,6.348695606022239,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.09246575342465753,9.541884172086879e-05,0.3630158593615845,Pseudomicrostroma phylloplanum,True,False,8954,505.2646,1.604,[M+H]1+,,1,True,327,0.52
3263,5.823152263451355,5.923243109193954,2.6580083839356877e-49,1.477636660928157e-48,0.9897260273972602,0.17465753424657535,9.530766930877435e-05,0.5149717298346748,Rhodotorula sp. clade XI,True,False,3929,352.186,1.060174,[M+H]1+,,1,True,355,0.56
5941,5.584763934169208,5.4365341206219,2.6580083839356877e-49,1.477636660928157e-48,0.9897260273972602,0.6061643835616438,9.509893724099153e-05,0.1683847203326195,Rhodotorula mucilaginosa,True,False,7392,358.2076,0.978609,[M+H]1+,,1,True,482,0.77
4468,4.867096013815562,4.661683529667657,7.104729118710006e-49,2.458604683150885e-48,0.9657534246575342,0.7123287671232876,9.506241032226516e-05,0.400348745029223,Rhodotorula taiwanensis,True,False,5442,213.1018,1.361722,[M+H]1+,,1,True,502,0.8
4759,3.7267726766732947,2.5754666356372673,8.038522144197798e-34,1.504011268862853e-33,0.7157534246575342,0.9143835616438356,9.498780179074841e-05,0.6758529827990142,Rhodotorula taiwanensis,True,False,5811,1059.4309,1.76536,[M+2H]2+,,2,True,488,0.78
6342,6.51976702371764,6.362835322889378,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.10616438356164383,9.498209453094238e-05,0.28759011932609513,Rhodotorula pacifica,True,False,7966,641.3123,1.26974,[M+H]1+,,1,True,332,0.53
7489,6.580278452231552,6.382773261350593,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.09246575342465753,9.495090424585603e-05,0.17924834876478724,Rhodotorula dairenensis,True,False,9810,867.4793,3.13,[M+H]1+,866.472,1,True,328,0.52
5200,6.532982522878078,6.365533857768786,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.00684931506849315,9.49256080175295e-05,0.3600244635698499,Rhodotorula sp. clade XI,True,False,6385,232.6465,0.721,[M+H]1+,,1,True,302,0.48
7498,6.477123236031185,6.325899936890232,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.13013698630136986,9.489418460151215e-05,0.27294195783171704,Rhodotorula sp. clade XIII,True,False,9825,605.3258,1.229758,[M+2H]2+,,2,True,341,0.54
4690,5.843233976469996,5.660131679722857,2.6580083839356877e-49,1.477636660928157e-48,0.9897260273972602,0.5753424657534246,9.483734148917351e-05,0.2597186033156105,Rhodotorula araucariae,True,False,5723,271.1949,0.744761,[M+H]1+,,1,True,471,0.75
5688,6.60588436518107,6.406511850598354,5.588040871311064e-49,1.969865821503395e-48,0.9863013698630136,0.010273972602739725,9.478880022256355e-05,0.3338419129608373,Rhodotorula sp. clade XIII,True,False,7056,621.8456,1.519175,[M+H]1+,,1,True,302,0.48
11878,3.4063970569838276,3.3585867215707927,2.1808839707412434e-49,1.477636660928157e-48,0.9897260273972602,1.0,9.477634423615843e-05,0.30692435333536633,Pseudomicrostroma phylloplanum,True,False,22672,449.202,1.125219,[M+Na]1+,426.2097,1,True,598,0.95
6751,6.573833870604792,6.407964362445508,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.0136986301369863,9.472182160622471e-05,0.29659711632485997,Cystobasidium sp.,True,False,8589,415.2903,2.133328,[M+H]1+,,1,True,304,0.48
4996,4.115104278796677,4.112553145711629,4.107582587677529e-49,1.555775482883799e-48,0.9897260273972602,0.7534246575342466,9.470823121202464e-05,0.41627299285844854,Rhodotorula pacifica,True,False,6123,515.3558,5.132,[M+H]1+,514.3485,1,True,525,0.83
2512,6.403509653582591,5.532767939803149,1.4643355339839378e-44,3.457999991472769e-44,0.8938356164383562,0.0,9.45384871352093e-05,0.6268663357373871,Rhodotorula sp. clade XIII,True,False,3006,409.2518,1.290748,[M+CH3OH+H]1+,375.2183,1,True,272,0.43
3594,5.946893474367335,5.680663227579938,5.588040871311064e-49,1.969865821503395e-48,0.9863013698630136,0.3938356164383562,9.4515907648488e-05,0.4813729732085861,Rhodotorula kratochvilovae,True,False,4351,529.2274,1.836877,[M+H]1+,,1,True,417,0.66
4761,6.462355320436774,6.348543431808581,3.834017178359902e-49,1.477636660928157e-48,0.9897260273972602,0.0547945205479452,9.449856491944689e-05,0.3038272336963146,Rhodotorula dairenensis,True,False,5813,487.3114,2.062313,[M+H]1+,,1,True,320,0.51
5201,6.4619133987765025,6.268507795595138,1.1870754623494623e-48,3.868179659036596e-48,0.9794520547945206,0.010273972602739725,9.442319481634208e-05,0.45517828571259444,Rhodotorula sp. clade XIII,True,False,6386,493.3004,1.710301,[M-H2O+H]1+,510.3038,1,True,300,0.48
