formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C20H40N6O8	[M + Na]+	C20H40N6NaO8+		0.985	40.657	40.657	0.000	14	0.841	1.008	2.902	1.722		515.281	287	4.785	875207939471701139	875205244589423256	875205244589423255	7801	
1	C14H22O	[M + H]+	C14H23O+		1.000	269.758	269.758	0.000	47	0.959	-2.537	2.537	-2.847		207.174	287	4.788	875207998535890134	875205245172431560	875205245168237255	8391	
1	C14H20	[M + H]+	C14H21+		1.000	126.292	126.292	0.000	28	0.953	-2.686	2.686	-2.908		189.163	288	4.795	875207942583874717	875205244874635952	875205244870441647	10087	
1	C24H42O7	[M + Na]+	C24H42NaO7+		0.861	182.053	182.053	0.000	51	0.801	-2.495	2.704	5.144		465.285	288	4.799	875208052776629805	875205244140632692	875205244136438387	18410	
1	C26H44N6O10	[M + H]+	C26H45N6O10+		1.000	70.751	70.751	0.000	28	0.783	-2.329	3.290	-3.532		601.317	292	4.870	875208184402278131	875205242320304636	875205242316110331	653	
1	C26H46O8	[M + H]+	C26H47O8+		1.000	280.579	280.579	0.000	51	0.926	-1.962	2.033	-3.271		487.325	297	4.947	875208057356809783	875205245570890472	875205245570890471	6546	
1	C22H40O6	[M + H]+	C22H41O6+		1.000	223.519	223.519	0.000	41	0.964	-1.743	1.883	-3.996		401.288	298	4.961	875207988863825089	875205245017242300	875205245017242299	929	
1	C15H24	[M + H]+	C15H25+		1.000	130.065	130.065	0.000	25	0.949	-1.799	1.862	-2.165		205.195	302	5.025	875208079003612789	875205245713496820	875205245713496819	17953	
1	C22H38O7	[M + H]+	C22H39O7+		0.985	42.680	42.680	0.000	13	0.988	-1.678	1.678	-3.497		415.268	304	5.063	875208081914459770	875205244086106736	875205244086106735	1470	
1	C20H40O5	[M + Na]+	C20H40NaO5+		0.395	112.619	112.619	0.000	26	0.850	-2.175	2.354	2.786		383.278	309	5.153	875208077283948138	875205241858931172	875205241854736867	210	
1	C26H46O7	[M + H]+	C26H47O7+		1.000	175.550	175.550	0.000	40	0.976	-2.321	2.321	-3.815		471.330	315	5.252	875208099371153029	875205245805771516	875205245805771515	354	
1	C22H40O6	[M + H]+	C22H41O6+		0.995	252.715	252.715	0.000	42	0.976	-1.062	1.586	-3.283		401.288	319	5.323	875208067494442591	875205242664237584	875205242660043279	1036	
1	C23H38O5	[M + H]+	C23H39O5+		1.000	84.655	84.655	0.000	21	0.966	-2.100	2.100	-3.693		395.278	321	5.347	875208063195280971	875205245478615776	875205245478615775	820	
1	C28H50O9	[M + H]+	C28H51O9+		0.920	152.718	152.718	0.000	30	0.911	-2.829	2.925	-4.206		531.351	322	5.368	875208113879250586	875205242022509036	875205242018314731	214	
1	C18H43N5O7	[M + H]+	C18H44N5O7+		0.379	174.320	174.320	0.000	33	0.863	-1.392	1.869	-1.743		442.323	330	5.494	875208104425289359	875205245948377864	875205245948377863	2996	
1	C20H36O7	[M + K]+	C20H36KO7+		0.918	13.788	13.788	0.000	1	0.782	4.469	4.469	-1.244		427.209	437	7.287	875208060007609921	875205244341959300	875205244341959299	5647	
1	C14H24O5	[M + K]+	C14H24KO5+		0.996	17.701	17.701	0.000	1	0.872	2.249	2.249	0.338		311.126	453	7.555	875208066626221653	875205244295821952	875205244291627647	3522	
1	C13H26N2O7S	[M + H]+	C13H27N2O7S+		0.942	45.253	45.253	0.000	10	0.290	-4.295	4.295	-4.805		355.152	454	7.574	875208117968697007	875205245667359472	875205245667359471	9805	
