feature_index,row_id,mz,rt_min,charge,adduct,adduct_rep_file,rep_file_source,mzml_path,has_ms2
1010,1159,592.271000,0.854166,1,[M+H]1+,SUP_45.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
1505,1764,575.278600,1.182968,2,[M+2H]2+,SUP_51.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_51.mzML,true
1584,1860,773.354900,1.265260,2,[M+2H]2+,SUP_46.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,true
1600,1879,429.334500,5.149000,1,[M+H]1+,C_51.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_51.mzML,true
1805,2128,602.348100,1.178241,1,[M+H]1+,SUP_321.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_321.mzML,true
1824,2148,473.142400,4.499150,1,[M+H]1+,SUP_28.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_28.mzML,true
1903,2252,346.232900,0.553569,1,[M+K]1+,SUP_empty1.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_empty1.mzML,true
1922,2278,550.384500,5.210951,1,[M+H]1+,C_81.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_81.mzML,true
2001,2370,476.158900,4.323244,1,[M+Na]1+,C_287.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_287.mzML,true
2006,2375,314.657400,1.368559,2,[M+2H]2+,SUP_93.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_93.mzML,true
2049,2426,744.550800,5.573336,1,[M+K]1+,C_119.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_119.mzML,true
2078,2467,618.347800,2.555000,1,[M+H]1+,SUP_65.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
2167,2583,495.124300,4.509146,1,[M+Na]1+,SUP_28.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_28.mzML,true
2246,2682,433.205100,3.776592,1,[M+H]1+,C_287.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_287.mzML,true
2247,2684,394.232600,1.060793,1,[M+H]1+,SUP_205.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_205.mzML,true
2280,2718,600.337200,3.434138,1,[M+H]1+,SUP_83.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_83.mzML,true
2286,2724,481.283700,5.747412,1,[M+Na]1+,SUP_45.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
2316,2763,366.201400,1.527119,1,[M+H]1+,SUP_empty1.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_empty1.mzML,true
2471,2955,505.310300,4.792000,1,[M+H]1+,C_155.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_155.mzML,true
2511,3005,544.361000,4.984800,1,[M+H]1+,C_71.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_71.mzML,true
2539,3043,557.328100,1.244242,1,[M+H]1+,SUP_45.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
2637,3168,339.344500,5.451000,1,[M-H2O+H]1+,C_80.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_80.mzML,true
2720,3269,499.346400,5.012000,1,[M+H]1+,C_37.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_37.mzML,true
2742,3294,355.069200,5.781000,1,[M+H]1+,SUP_1.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_1.mzML,true
2749,3301,454.177100,4.323244,1,[M+H]1+,C_287.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_287.mzML,true
2775,3337,421.243500,1.284476,1,[M-H2O+H]1+,SUP_81.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_81.mzML,true
2807,3376,588.301300,2.369538,1,[M+H]1+,SUP_205.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_205.mzML,true
2826,3404,879.495300,7.544000,1,[M+Na]1+,C_244.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_244.mzML,true
2846,3426,535.294900,1.136767,1,[M+ACN+H]1+,SUP_205.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_205.mzML,true
2852,3432,504.280300,1.579613,1,[M+H]1+,SUP_42.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_42.mzML,true
2876,3463,505.283700,1.787393,1,[M+H]1+,SUP_59.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_59.mzML,true
2883,3474,609.445400,6.058299,2,[M+2H]2+,SUP_9.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_9.mzML,true
2901,3495,783.590500,6.145512,1,[M+Na]1+,C_321.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_321.mzML,true
3013,3626,576.319100,5.238743,1,[M+NH3+H]1+,C_37.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_37.mzML,true
3066,3692,427.265300,1.186000,1,[M+H]1+,SUP_6.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_6.mzML,true
3117,3751,377.225600,1.904628,1,[M+H]1+,SUP_10.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_10.mzML,true
3201,3858,601.517500,7.561000,1,[M+H]1+,C_34.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_34.mzML,true
3316,3991,470.200100,4.323244,1,[M+NH3+H]1+,C_287.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_287.mzML,true
3335,4015,275.160000,0.550562,1,[M+H]1+,SUP_5.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,true
3341,4023,627.220600,7.601272,1,[M+H]1+,C_35.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_35.mzML,true
3365,4055,231.085800,0.983158,1,[M-H2O+H]1+,C_111.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_111.mzML,true
3460,4176,229.070000,7.661940,1,[M-H2O+H]1+,C_34.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_34.mzML,true
3534,4277,578.316800,1.224750,1,[M+H]1+,SUP_13.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_13.mzML,true
3722,4512,483.325700,5.163021,1,[M+H]1+,C_81.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_81.mzML,true
3732,4522,229.153900,1.604000,1,[M+H]1+,SUP_72.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_72.mzML,true
3763,4563,553.302500,1.011409,1,[M+H]1+,SUP_46.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,true
3786,4598,662.833700,2.125038,2,[M+2H]2+,SUP_8.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_8.mzML,true
3815,4630,1000.527500,1.447591,1,[M+H]1+,SUP_57.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_57.mzML,true
3885,4715,512.235700,1.149765,1,[M+H]1+,SUP_13.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_13.mzML,true
3894,4725,396.187800,0.883484,3,[M+3H]3+,SUP_46.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,true
3912,4749,456.280400,1.548414,1,[M+NH3+H]1+,SUP_35.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_35.mzML,true
3978,4827,581.363600,1.698079,1,[M+H]1+,SUP_88.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_88.mzML,true
4051,4918,423.222600,1.712650,1,[M+H]1+,SUP_88.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_88.mzML,true
4055,4923,330.237900,1.030422,1,[M+H]1+,SUP_4.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_4.mzML,true
4186,5089,344.314700,4.830000,1,[M+H]1+,C_118.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_118.mzML,true
4204,5113,325.206100,0.532218,1,[M-H2O+H]1+,SUP_52.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_52.mzML,true
4268,5196,690.323800,1.269038,2,[M+2H]2+,SUP_51.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_51.mzML,true
4327,5267,326.376900,4.951000,1,[M+H]1+,C_242.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_242.mzML,true
4374,5325,631.318200,1.332000,1,[M+H]1+,SUP_73.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_73.mzML,true
4450,5419,576.312900,1.349724,1,[M+H]1+,SUP_54.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_54.mzML,true
4586,5595,505.346300,5.047000,1,[M-H2O+H]1+,C_46.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_46.mzML,true
4589,5600,881.510400,7.544000,1,[M+Na]1+,C_244.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_244.mzML,true
4675,5703,306.706800,0.866000,1,[M+H]1+,SUP_73.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_73.mzML,true
4716,5756,429.087500,5.632000,1,[M+H]1+,C_1.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_1.mzML,true
4758,5810,315.665100,1.405000,2,[M+2H]2+,SUP_66.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_66.mzML,true
4777,5838,617.269600,3.388000,1,[M+H]1+,SUP_65.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
4778,5839,554.460600,5.576000,1,[M+NH3+H]1+,SUP_15.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_15.mzML,true
4822,5897,516.312300,1.059793,1,[M+H]1+,SUP_56.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_56.mzML,true
4930,6037,548.297700,4.950000,1,[M+H]1+,C_127.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_127.mzML,true
5026,6158,268.657000,0.872713,1,[M+H]1+,SUP_12.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_12.mzML,true
5106,6263,626.274400,1.432358,1,[M+H]1+,SUP_14.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_14.mzML,true
5116,6274,540.533200,7.299264,1,[M+H]1+,C_71.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_71.mzML,true
5194,6374,1025.432600,2.968000,1,[M+H]1+,SUP_61.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_61.mzML,true
5208,6393,419.723100,1.094447,1,[M+H]1+,SUP_93.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_93.mzML,true
5249,6451,413.340000,5.740000,1,[M+H]1+,C_155.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_155.mzML,true
5331,6568,880.498500,7.548000,1,[M+Na]1+,C_244.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_244.mzML,true
5335,6574,807.494700,7.544000,1,[M+H]1+,C_244.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_244.mzML,true
5344,6585,377.155700,1.640335,1,[M+H]1+,SUP_77.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_77.mzML,true
5392,6658,437.238400,1.766555,1,[M+H]1+,SUP_77.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_77.mzML,true
5409,6682,377.318700,5.098000,1,[M+H]1+,C_71.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_71.mzML,true
5515,6816,449.216700,2.637462,1,[M+H]1+,SUP_92.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,true
5524,6828,335.159300,3.255000,1,[M+H]1+,SUP_73.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_73.mzML,true
5566,6891,786.161400,1.409204,1,[M+H]1+,C_198.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_198.mzML,true
5587,6919,522.290700,1.478038,1,[M+H]1+,SUP_61.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_61.mzML,true
5624,6973,529.239000,2.458514,1,[M+Na]1+,SUP_17.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_17.mzML,true
5654,7008,467.194700,0.830847,1,[M+H]1+,SUP_29.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_29.mzML,true
5687,7055,236.079900,1.843000,2,[2M+H+K]2+,C_258.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_258.mzML,true
5699,7067,626.360500,1.607658,1,[M+H]1+,SUP_69.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_69.mzML,true
5716,7090,377.155500,1.855137,1,[M+H]1+,SUP_257.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_257.mzML,true
5747,7135,168.080400,3.160846,1,[M+H]1+,SUP_65.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
5763,7158,688.258900,3.258000,1,[M+H]1+,SUP_61.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_61.mzML,true
5795,7199,548.306400,1.504707,1,[M+H]1+,SUP_205.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_205.mzML,true
5799,7203,545.364700,4.979000,1,[M+H]1+,C_2.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_2.mzML,true
5857,7282,656.290300,2.876242,1,[M+H]1+,SUP_59.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_59.mzML,true
5888,7327,199.086300,0.982191,1,[M+H]1+,SUP_45.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
5979,7447,897.395300,2.522484,1,[M+H]1+,SUP_35.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_35.mzML,true
5995,7471,451.265700,0.560770,1,[M+H]1+,SUP_38.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_38.mzML,true
6065,7572,299.257100,5.351000,1,[M+H]1+,C_35.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_35.mzML,true
6150,7700,471.363700,5.587000,1,[M+ACN+H]1+,C_186.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_186.mzML,true
6172,7727,451.317000,5.714000,1,[M+Na]1+,C_8.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_8.mzML,true
6180,7737,518.200000,4.513241,1,[M+H]1+,C_81.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_81.mzML,true
6194,7759,505.731200,1.765000,1,[M+H]1+,SUP_73.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_73.mzML,true
6195,7760,602.520600,7.544000,1,[M+H]1+,C_34.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_34.mzML,true
6196,7761,679.327800,2.866676,1,[M+H]1+,SUP_111.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_111.mzML,true
6262,7851,285.075200,1.942000,1,[M+H]1+,SUP_18.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_18.mzML,true
6407,8058,739.396900,1.493694,1,[M+H]1+,SUP_12.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_12.mzML,true
6543,8252,751.349100,2.887410,1,[M+H]1+,SUP_13.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_13.mzML,true
6569,8292,538.321900,2.744439,1,[M-2H2O+H]1+,SUP_empty3.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_empty3.mzML,true
6576,8303,499.284100,4.837029,1,[M+H]1+,C_empty3.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_empty3.mzML,true
6641,8401,484.382400,5.026000,1,[M+NH3+H]1+,SUP_58.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_58.mzML,true
6644,8404,450.231700,3.776592,1,[M+NH3+H]1+,C_287.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_287.mzML,true
6646,8411,524.296100,4.985592,1,[M+3Na-2H]1+,C_37.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_37.mzML,true
6843,8743,787.622300,7.065745,1,[M+H]1+,C_55.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_55.mzML,true
6852,8755,259.168500,5.609000,1,[M+H]1+,SUP_13.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_13.mzML,true
6882,8794,660.486400,5.003000,1,[M+NH3+H]1+,SUP_55.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_55.mzML,true
