feature_index,row_id,mz,rt_min,charge,adduct,adduct_rep_file,rep_file_source,mzml_path,has_ms2
6945,8907,507.241700,2.414530,1,[M+H]1+,SUP_66.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_66.mzML,true
7036,9053,261.159100,2.512426,1,[M+H]1+,SUP_69.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_69.mzML,true
7037,9056,398.265200,4.791000,1,[M+2Na-H]1+,SUP_5.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,true
7073,9114,594.311800,2.600619,1,[M+K]1+,SUP_83.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_83.mzML,true
7077,9125,559.415800,5.579000,1,[M+Na]1+,SUP_15.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_15.mzML,true
7155,9250,377.146700,4.804126,1,[M+H]1+,SUP_92.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,true
7263,9412,219.210100,5.149000,1,[M-2H2O+H]1+,C_149.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_149.mzML,true
7264,9417,883.527600,7.542543,1,[M+H]1+,C_268.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_268.mzML,true
7299,9485,482.271100,0.556682,1,[M+2Na-H]1+,SUP_28.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_28.mzML,true
7364,9590,420.222800,1.903053,1,[M+H]1+,SUP_58.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_58.mzML,true
7490,9812,441.371400,4.651649,1,[M+H]1+,SUP_8.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_8.mzML,true
7515,9852,429.335000,5.723000,1,[M+H]1+,C_8.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_8.mzML,true
7521,9866,633.341600,1.796166,1,[M-NH3+H2O+H]1+,SUP_83.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_83.mzML,true
7590,9986,253.194100,5.112000,1,[M+H]1+,C_233.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_233.mzML,true
7600,10003,206.080700,2.041256,1,[M+H]1+,C_35.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_35.mzML,true
7617,10034,759.365000,2.206273,1,[M+H]1+,SUP_19.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_19.mzML,true
7697,10168,393.313700,4.984800,1,[M-H2O+H]1+,C_71.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_71.mzML,true
7699,10174,491.129500,4.323244,1,[M+K]1+,C_287.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_287.mzML,true
7771,10313,692.340900,1.853485,1,[M+H]1+,SUP_139.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_139.mzML,true
7779,10335,465.269400,1.821387,1,[M+H]1+,SUP_6.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_6.mzML,true
7787,10356,312.325100,5.710766,1,[M+H]1+,C_65.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_65.mzML,true
7795,10368,209.189300,4.768071,1,[M+H]1+,SUP_66.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_66.mzML,true
7801,10377,321.314600,5.451000,1,[M+H]1+,C_34.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_34.mzML,true
7899,10550,229.154200,2.206249,1,[M+H]1+,SUP_60.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_60.mzML,true
7944,10637,284.657500,0.887456,1,[M+H]1+,SUP_5.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,true
8009,10769,443.212000,2.409035,1,[M-3H2O+H]1+,SUP_104.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_104.mzML,true
8144,11029,501.265800,0.577662,1,[M+H]1+,SUP_46.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,true
8161,11056,404.180400,2.706553,1,[M+H]1+,SUP_57.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_57.mzML,true
8242,11234,309.256600,5.122000,1,[M+H]1+,C_233.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_233.mzML,true
8246,11249,1023.437900,3.070137,1,[M+Na]1+,SUP_72.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_72.mzML,true
8321,11413,336.311000,5.275000,1,[M+H]1+,C_44.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_44.mzML,true
8350,11477,971.586600,5.680306,1,[M+H]1+,C_273.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_273.mzML,true
8364,11516,362.206200,1.315744,1,[M+H]1+,SUP_58.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_58.mzML,true
8368,11520,710.341100,2.551000,1,[M+H]1+,SUP_86.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_86.mzML,true
8635,12126,490.168900,4.499150,1,[M+NH3+H]1+,SUP_28.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_28.mzML,true
8650,12157,440.356400,5.028000,1,[M+NH3+H]1+,SUP_65.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
8683,12215,603.407600,5.105756,1,[M+H]1+,SUP_56.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_56.mzML,true
8807,12561,223.063200,4.998000,1,[M+H]1+,C_162.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_162.mzML,true
8839,12619,475.251400,2.759000,1,[M+H]1+,SUP_214.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_214.mzML,true
8957,12896,409.147700,4.323244,1,[M+H]1+,C_287.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_287.mzML,true
9038,13106,441.221700,1.252000,1,[M+H]1+,SUP_13.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_13.mzML,true
9049,13135,439.739500,1.333912,1,[M+H]1+,SUP_92.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,true
9121,13313,242.247200,5.417000,1,[M+H]1+,C_242.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_242.mzML,true
9239,13649,1026.630500,5.583152,1,[M+H]1+,C_1.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_1.mzML,true
9252,13678,590.316800,1.923000,1,[M+H]1+,SUP_4.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_4.mzML,true
9266,13710,356.351600,5.442000,1,[M+H]1+,C_193.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_193.mzML,true
9324,13856,531.265700,5.015941,1,[M+Na]1+,SUP_92.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,true
9348,13917,616.295700,2.801708,1,[M+H]1+,SUP_111.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_111.mzML,true
9464,14211,442.746200,0.770898,1,[M+H]1+,SUP_91.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_91.mzML,true
9576,14554,429.334400,5.535452,1,[M+H]1+,C_233.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_233.mzML,true
9765,15077,656.326100,2.117937,1,[M+H]1+,SUP_empty1.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_empty1.mzML,true
9802,15189,447.168600,2.642235,1,[M+H]1+,SUP_54.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_54.mzML,true
9834,15277,599.392400,4.650950,1,[M-H2O+H]1+,SUP_28.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_28.mzML,true
9839,15294,438.201800,3.098169,1,[M+H]1+,SUP_56.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_56.mzML,true
9892,15462,599.392200,4.558066,1,[M-H2O+H]1+,SUP_19.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_19.mzML,true
9976,15710,399.356800,4.977628,1,[M+H]1+,SUP_5.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,true
10007,15791,392.372900,5.495013,1,[M+H]1+,C_34.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_34.mzML,true
10052,15908,265.104000,2.722470,1,[M+H]1+,SUP_66.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_66.mzML,true
10067,15950,223.168600,4.400173,1,[M+H]1+,SUP_105.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_105.mzML,true
10129,16128,463.254300,1.182483,1,[M+H]1+,SUP_58.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_58.mzML,true
10604,17654,244.153700,0.581497,1,[M+H]1+,SUP_168.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_168.mzML,true
10701,18018,175.122500,4.753000,1,[M+H]1+,C_71.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_71.mzML,true
10715,18068,429.334600,5.384000,1,[M+H]1+,C_36.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_36.mzML,true
10729,18110,427.387800,5.149000,1,[M+H]1+,SUP_5.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,true
10889,18625,1195.466800,2.707000,1,[M+H]1+,SUP_92.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,true
10928,18742,396.330300,5.103112,1,[M+NH3+H]1+,SUP_55.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_55.mzML,true
11018,19115,959.517800,4.477613,1,[M+H]1+,SUP_5.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,true
11225,19969,371.099600,5.394000,1,[M+H]1+,C_185.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_185.mzML,true
11375,20555,464.311900,5.168000,1,[M-H2O+H]1+,C_81.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_81.mzML,true
11398,20646,1168.846700,5.780000,1,[M+H]1+,SUP_86.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_86.mzML,true
11497,21039,474.311700,5.546629,1,[M+H]1+,C_10.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_10.mzML,true
11506,21074,465.377500,5.346000,1,[M+H]1+,C_37.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_37.mzML,true
11523,21139,200.143000,1.976000,1,[M+H]1+,C_10.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_10.mzML,true
11564,21315,565.405400,5.704949,1,[M+H]1+,C_64.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_64.mzML,true
11589,21414,457.110400,1.585694,1,[M+H]1+,C_322.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_322.mzML,true
11661,21745,526.365100,5.047000,1,[M+H]1+,C_71.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_71.mzML,true
11857,22588,178.085800,2.935000,1,[M+H]1+,SUP_65.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
11995,23217,698.538900,5.688675,1,[M+H]1+,SUP_9.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_9.mzML,true
12243,24522,783.496000,5.413000,1,[M+H]1+,C_255.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_255.mzML,true
12362,25097,203.106500,5.037000,1,[M-H2O+H]1+,C_50.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_50.mzML,true
12635,26444,565.397500,6.364676,1,[M+H]1+,C_155.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_155.mzML,true
12718,26859,620.301800,0.792351,1,[M+H]1+,SUP_12.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_12.mzML,true
12756,27092,442.374700,4.650950,1,[M+H]1+,SUP_8.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_8.mzML,true
12764,27135,1349.991900,7.126000,1,[M+H]1+,SUP_20.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_20.mzML,true
12767,27161,808.143800,1.409204,1,[M+Na]1+,C_198.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_198.mzML,true
12808,27413,904.472800,5.460000,1,[M+H]1+,C_242.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_242.mzML,true
12915,27928,910.458300,3.491000,1,[M+Na]1+,SUP_65.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
12958,28218,210.086700,5.591084,1,[M+H]1+,C_7.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_7.mzML,true
12960,28236,471.158100,7.594235,1,[M-H2O+H]1+,C_17.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_17.mzML,true
12969,28303,326.340300,5.801000,1,[M+H]1+,C_37.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_37.mzML,true
13174,29524,537.434300,5.576000,1,[M+H]1+,C_310.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_310.mzML,true
13193,29618,471.160800,3.776592,1,[M+K]1+,C_287.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_287.mzML,true
13211,29697,574.304600,4.762429,1,[M+H]1+,C_18.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_18.mzML,true
13230,29791,960.520700,4.480158,1,[M+H]1+,SUP_5.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_5.mzML,true
13233,29797,281.148900,1.018783,1,[M+H]1+,C_232.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_232.mzML,true
13258,29926,455.248100,3.040000,1,[M+H]1+,SUP_65.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
13326,30276,301.163500,4.731000,1,[M+H]1+,SUP_58.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_58.mzML,true
13373,30594,405.350100,4.560932,1,[M-2H2O+H]1+,SUP_21.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_21.mzML,true
13448,31061,494.564000,5.533347,1,[M+H]1+,C_15.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_15.mzML,true
13488,31365,1031.569000,5.670290,1,[M+H]1+,C_242.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_242.mzML,true
13677,32584,269.149000,0.798341,1,[M+H]1+,SUP_73.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_73.mzML,true
13871,33858,685.507600,5.262657,1,[M+H]1+,SUP_21.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_21.mzML,true
13900,34037,742.565000,5.688675,1,[M+H]1+,C_191.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_191.mzML,true
13919,34189,632.279900,2.534518,1,[M+H]1+,SUP_46.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,true
14042,35030,397.341100,4.782000,1,[M+H]1+,C_263.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_263.mzML,true
14051,35119,341.264900,7.010000,1,[M+H]1+,SUP_14.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_14.mzML,true
14071,35255,299.099400,1.751130,1,[M+Na]1+,SUP_57.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_57.mzML,true
14086,35370,730.353900,2.102339,2,[M+2H]2+,SUP_13.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_13.mzML,true
14109,35469,545.499000,7.278000,1,[M+H]1+,SUP_22.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_22.mzML,true
14189,35980,501.265700,0.801145,1,[M+H]1+,SUP_46.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,true
14260,36452,275.161000,4.727203,1,[M+Na]1+,SUP_221.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_221.mzML,true
14364,37119,761.608600,6.290730,1,[M+H]1+,C_321.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_321.mzML,true
14367,37158,429.342000,4.633034,1,[M+H]1+,C_139.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_139.mzML,true
14491,38045,782.468800,6.982898,1,[M+H]1+,C_311.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_311.mzML,true
14687,39685,352.159000,3.106341,1,[M+NH3+H]1+,C_111.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_111.mzML,true
15041,42268,360.149000,0.533658,1,[M+H]1+,C_73.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_73.mzML,true
15058,42405,761.606400,7.226695,1,[M+H]1+,C_232.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_232.mzML,true
15075,42545,626.751100,3.609686,1,[M+H]1+,SUP_21.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_21.mzML,true
15121,42970,205.157900,4.012181,1,[M-2H2O+H]1+,SUP_92.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,true
15130,42998,928.486300,4.624730,1,[M+NH3+H]1+,SUP_61.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_61.mzML,true
15279,44299,335.218000,5.012000,1,[M+H]1+,SUP_307.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_307.mzML,true
15320,44617,362.028200,1.843000,1,[M+3Na-2H]1+,C_246.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_246.mzML,true
15396,45186,251.124500,4.778069,1,[M+H]1+,SUP_66.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_66.mzML,true
15403,45234,450.231500,0.857455,1,[M+H]1+,SUP_11.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_11.mzML,true
15695,47621,164.070100,4.600102,1,[M+H]1+,C_117.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_117.mzML,true
15811,48724,787.384400,5.294225,1,[M+H]1+,SUP_empty1.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_empty1.mzML,true
15964,50065,429.330000,6.251222,1,[M+H]1+,C_74.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_74.mzML,true
15984,50270,725.514600,6.113176,1,[M+H]1+,C_93.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_93.mzML,true
16004,50464,815.655900,6.423000,1,[M+H]1+,SUP_10.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_10.mzML,true
16090,51130,665.360100,1.341568,1,[M+H]1+,SUP_98.mzML,max_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_98.mzML,true
