feature_index,target_species,n_samples_target,detection_rate_target,detection_rate_others_max,detection_rate_others_mean,specificity_score,n_detected_target,n_detected_others,fisher_p,fisher_q,is_species_specific,row ID,row m/z,row retention time
11369,Rhodotorula sp. clade XI,4,1.0,0.1,0.0018,0.9,4,1,1.2333661275519722e-09,2.4667322551039444e-09,True,20534,1360.1685,2.629299
15641,Rhodotorula taiwanensis,12,0.8333,0.1794,0.1533,0.6539,10,88,8.755489044161609e-07,8.755489044161609e-07,True,47208,445.3146,4.629319
