feature_index,row_id,mz,rt_min,charge,adduct,adduct_rep_file,rep_file_source,mzml_path,has_ms2
3826,4646,297.126200,1.109784,1,[M+CH3OH+H]1+,SUP_15.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_15.mzML,true
1304,1521,772.417400,1.588309,1,[M+H]1+,SUP_45.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
1244,1448,655.339500,0.849503,1,[M+ACN+H]1+,SUP_46.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,true
903,1038,386.204200,1.250979,1,[M+H]1+,SUP_71.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_71.mzML,true
807,924,655.339400,1.171315,1,[M+H]1+,SUP_46.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,true
6615,8362,1357.742600,3.638000,1,[M+H]1+,SUP_65.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
907,1042,553.291400,0.537440,2,[M+2H]2+,SUP_52.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_52.mzML,true
1202,1401,587.321600,1.111350,1,[M+H]1+,SUP_46.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,true
1652,1944,669.355000,1.020404,1,[M+H]1+,SUP_46.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,true
2632,3163,904.428200,2.643459,1,[M+H]1+,SUP_88.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_88.mzML,true
5984,7457,428.207300,0.948224,2,[M+2H]2+,SUP_292.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_292.mzML,true
1685,1985,992.517300,3.025382,2,[M+2H]2+,SUP_92.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,true
1171,1365,731.406800,1.076559,1,[M+H]1+,SUP_38.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_38.mzML,true
2747,3299,370.190900,1.360835,1,[M+H]1+,SUP_325.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_325.mzML,true
1889,2234,419.714600,1.094000,2,[M+2H]2+,SUP_93.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_93.mzML,true
13957,34500,411.716900,1.711000,1,[M+H]1+,SUP_93.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_93.mzML,true
2154,2566,465.215100,1.286946,2,[M+2H]2+,SUP_311.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_311.mzML,true
2398,2857,434.208200,0.953558,2,[M+2H]2+,SUP_111.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_111.mzML,true
1809,2132,209.131700,4.031643,1,[M-H2O+H]1+,SUP_45.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
4802,5872,526.274500,2.438525,1,[M+H]1+,SUP_205.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_205.mzML,true
7203,9317,204.124000,1.284738,1,[M+H]1+,SUP_92.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,true
7580,9974,281.171300,4.012181,1,[M-2H2O+H]1+,SUP_92.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,true
1450,1703,615.295800,4.819984,1,[M+Na]1+,SUP_321.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_321.mzML,true
1266,1470,415.267500,5.096000,1,[M-H2O+H]1+,SUP_149.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_149.mzML,true
10824,18410,465.282300,5.014000,1,[M+H]1+,SUP_38.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_38.mzML,true
6452,8119,467.746100,1.942793,1,[M+H]1+,SUP_93.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_93.mzML,true
1589,1865,573.285700,4.583261,1,[M+Na]1+,SUP_71.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_71.mzML,true
2924,3522,311.125700,7.546074,1,[M+H]1+,SUP_14.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_14.mzML,true
4627,5647,427.208800,7.307000,1,[M+H]1+,SUP_14.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_14.mzML,true
2281,2719,443.708400,1.368840,2,[M+2H]2+,SUP_325.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_325.mzML,true
3124,3760,561.316700,0.576235,1,[M+H]1+,SUP_93.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_93.mzML,true
11385,20590,621.843100,3.638000,2,[M+2H]2+,SUP_65.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
9391,14034,430.231800,4.601290,1,[M+H]1+,SUP_60.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_60.mzML,true
9323,13854,364.178600,0.584119,1,[M+H]1+,SUP_326.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_326.mzML,true
2475,2963,702.353600,2.560523,2,[M+2H]2+,SUP_321.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_321.mzML,true
3814,4629,445.726000,0.897265,1,[M+H]1+,SUP_292.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_292.mzML,true
6226,7801,515.280900,4.761785,1,[M+H]1+,SUP_149.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_149.mzML,true
2268,2706,227.142200,4.036786,1,[M+H]1+,SUP_45.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
2370,2826,284.102300,4.109800,1,[M+H]1+,SUP_45.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
8124,10991,179.142500,4.257739,1,[M-H2O+H]1+,SUP_137.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_137.mzML,true
13096,29082,690.365900,3.642722,2,[M+H+Na]2+,SUP_65.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
3319,3994,487.249800,4.790802,1,[M+Na]1+,SUP_111.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_111.mzML,true
8137,11016,309.202600,4.580098,1,[M+Na]1+,SUP_105.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_105.mzML,true
7646,10087,189.163200,4.788012,1,[M-2H2O+H]1+,SUP_105.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_105.mzML,true
6449,8116,531.275500,4.305487,1,[M+H]1+,SUP_71.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_71.mzML,true
5463,6752,680.432100,2.512081,1,[M+H]1+,SUP_91.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_91.mzML,true
811,929,401.288200,4.977000,1,[M-2H2O+H]1+,C_92.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_92.mzML,true
2735,3287,514.281600,3.845749,1,[M+H]1+,SUP_45.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
10866,18557,191.178700,4.584686,1,[M+NH3+H]1+,SUP_249.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_249.mzML,true
7596,9994,656.326900,3.009760,2,[M+2H]2+,SUP_111.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_111.mzML,true
6637,8391,207.173800,4.797008,1,[M-H2O+H]1+,SUP_105.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_105.mzML,true
3657,4434,498.286900,4.678265,1,[M+H]1+,SUP_38.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_38.mzML,true
5679,7038,417.207900,4.012181,1,[M+H]1+,SUP_92.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,true
8735,12386,367.244000,5.044000,1,[M+CH3OH+Na]1+,SUP_65.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
10485,17250,1231.611900,2.874644,1,[M+H]1+,SUP_118.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_118.mzML,true
13514,31566,1006.036600,3.656014,2,[M+2H]2+,SUP_97.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_97.mzML,true
11801,22341,757.425500,3.204000,2,[M+2H]2+,SUP_65.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_65.mzML,true
11295,20252,161.132000,4.257739,1,[M-2H2O+H]1+,SUP_137.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_137.mzML,true
3824,4642,486.281000,3.636708,1,[M+Na]1+,SUP_45.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
722,820,395.277600,5.326000,1,[M+ACN+H]1+,SUP_149.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_149.mzML,true
5842,7265,225.162900,4.045343,1,[M+H]1+,SUP_38.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_38.mzML,true
5315,6546,487.324600,4.957979,1,[M+H]1+,SUP_92.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_92.mzML,true
11224,19967,660.301800,3.601263,1,[M+Na]1+,SUP_88.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_88.mzML,true
7486,9805,355.151500,7.549555,1,[M+H]1+,SUP_99.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_99.mzML,true
5204,6389,936.475700,3.617437,2,[M+2H]2+,SUP_91.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_91.mzML,true
10689,17953,205.194600,5.013488,1,[M+H]1+,SUP_155.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_155.mzML,true
6812,8685,554.243600,4.255456,1,[M+K]1+,SUP_38.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_38.mzML,true
330,354,471.329600,5.275000,1,[M-2H2O+H]1+,C_137.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_137.mzML,true
5987,7461,984.532500,4.036347,1,[M+H]1+,SUP_38.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_38.mzML,true
6590,8322,504.270200,4.036347,1,[M+K]1+,SUP_45.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
2503,2996,442.322800,5.469000,1,[M+H]1+,C_261.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/mzML/C_261.mzML,true
7668,10122,210.135200,4.045343,1,[M-H2O+H]1+,SUP_45.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_45.mzML,true
13261,29958,197.153000,4.257739,1,[M+H]1+,SUP_137.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_137.mzML,true
9546,14446,452.296600,4.055341,1,[M+Na]1+,SUP_34.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_34.mzML,true
8287,11328,410.267900,3.954770,1,[M-3H2O+H]1+,SUP_46.mzML,mzmine_adduct_rep_file,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_46.mzML,true
11437,20786,861.448900,3.683495,2,[M+2H]2+,SUP_139.mzML,max_sup_peak_area_fallback,/bigdata/stajichlab/shared/projects/Rhodotorula/Rhodotorula_Metabolites/ExFab_Supernatant/SUP_139.mzML,true
