SAMPLE_NAME,strain_id,species,mean_auc_rate,pls_oof_pred,rf_oof_pred,norm_name,met_fraction,met_fraction_rank_residual_species,copper_auc_rank_residual_species
DBVPG_3383,DBVPG_3383,Rhodotorula mucilaginosa,25.01741785,-0.49863295748017594,0.07794551550036971,DBVPG3383,0.0166,-61.358247422680165,58.55154639175262
DBVPG_3384,DBVPG_3384,Rhodotorula mucilaginosa,23.70708552,0.4296375271210047,0.1816829990643011,DBVPG3384,0.0167,37.64175257731984,5.551546391752623
DBVPG_3442,DBVPG_3442,Rhodotorula mucilaginosa,23.1692715,0.05509028872811579,0.1054648906226839,DBVPG3442,0.0167,37.64175257731984,-24.448453608247377
DBVPG_3443,DBVPG_3443,Rhodotorula mucilaginosa,23.91237763,-0.13939527048818268,0.2431076901509532,DBVPG3443,0.0167,37.64175257731984,7.551546391752623
DBVPG_3444,DBVPG_3444,Rhodotorula mucilaginosa,21.31550249,-0.28203810733089757,0.17431100106527234,DBVPG3444,0.0167,37.64175257731984,-84.44845360824738
DBVPG_3768,DBVPG_3768,Rhodotorula dairenensis,17.20135239,0.026902542553336073,-0.040430721287375085,DBVPG3768,0.0162,-2.07142857142847,-67.28571428571436
DBVPG_3769,DBVPG_3769,Rhodotorula dairenensis,27.75326403,0.38925367323531945,-0.16002368393067593,DBVPG3769,0.0163,0.92857142857153,159.71428571428564
DBVPG_3770,DBVPG_3770,Rhodotorula dairenensis,18.21835666,-0.01701287289502811,0.07051812092648665,DBVPG3770,0.0162,-2.07142857142847,-58.28571428571436
DBVPG_3772,DBVPG_3772,Rhodotorula dairenensis,22.23849117,0.3752238060692913,-0.11372609894570801,DBVPG3772,0.0162,-2.07142857142847,-6.285714285714363
DBVPG_3773,DBVPG_3773,Rhodotorula dairenensis,22.25502792,-1.1250137806498597,0.005098198457989692,DBVPG3773,0.0163,0.92857142857153,-5.285714285714363
DBVPG_3774,DBVPG_3774,Rhodotorula mucilaginosa,25.47508748,-0.5377875410990209,-0.021190242539251638,DBVPG3774,0.0166,-61.358247422680165,76.55154639175262
DBVPG_3775,DBVPG_3775,Rhodotorula mucilaginosa,22.19352432,0.09838937500095118,-0.07512317812900393,DBVPG3775,0.0167,37.64175257731984,-64.44845360824738
DBVPG_3776,DBVPG_3776,Rhodotorula mucilaginosa,27.47656897,-0.6163912199994686,-0.13496289535868056,DBVPG3776,0.0167,37.64175257731984,100.55154639175262
DBVPG_3777,DBVPG_3777,Rhodotorula mucilaginosa,26.03573514,-0.8181820177793789,0.3021957230746427,DBVPG3777,0.0167,37.64175257731984,88.55154639175262
DBVPG_3778,DBVPG_3778,Rhodotorula mucilaginosa,22.87816217,-0.6772541746239084,0.038537931446930414,DBVPG3778,0.0167,37.64175257731984,-38.44845360824738
DBVPG_3780,DBVPG_3780,Rhodotorula mucilaginosa,23.77218526,0.05336290074327356,0.06322871731003886,DBVPG3780,0.0167,37.64175257731984,6.551546391752623
DBVPG_3854,DBVPG_3854,Rhodotorula mucilaginosa,20.44144313,0.2741312741437127,0.16351593855216878,DBVPG3854,0.0166,-61.358247422680165,-96.44845360824738
DBVPG_3855,DBVPG_3855,Rhodotorula mucilaginosa,17.56352971,0.1270844545117079,-0.1313674413176832,DBVPG3855,0.0166,-61.358247422680165,-123.44845360824738
DBVPG_3856,DBVPG_3856,Rhodotorula mucilaginosa,23.0022899,0.35487050850720897,-0.14085864655295768,DBVPG3856,0.0167,37.64175257731984,-31.448453608247377
DBVPG_3857,DBVPG_3857,Rhodotorula mucilaginosa,19.4866078,0.48079307535325033,0.10829945081712802,DBVPG3857,0.0166,-61.358247422680165,-106.44845360824738
DBVPG_3858,DBVPG_3858,Rhodotorula mucilaginosa,29.07634131,0.2938008332264747,0.20920896971889613,DBVPG3858,0.0167,37.64175257731984,104.55154639175262
DBVPG_3983,DBVPG_3983,Rhodotorula mucilaginosa,23.20333167,-0.594564829885417,-0.2624474801367908,DBVPG3983,0.0167,37.64175257731984,-22.448453608247377
DBVPG_3984,DBVPG_3984,Rhodotorula mucilaginosa,29.25470184,0.29292958305132477,-0.009379964574627433,DBVPG3984,0.0167,37.64175257731984,105.55154639175262
DBVPG_4201,DBVPG_4201,Rhodotorula mucilaginosa,26.74685287,0.10596862245687902,-0.304208005794727,DBVPG4201,0.0167,37.64175257731984,95.55154639175262
DBVPG_4202,DBVPG_4202,Rhodotorula mucilaginosa,25.62148454,-0.36758345089684497,-0.17746832662258177,DBVPG4202,0.0167,37.64175257731984,80.55154639175262
DBVPG_4203,DBVPG_4203,Rhodotorula mucilaginosa,25.43359778,0.13980241010321948,-0.027250309810364044,DBVPG4203,0.0166,-61.358247422680165,74.55154639175262
DBVPG_4304,DBVPG_4304,Rhodotorula mucilaginosa,24.97061722,0.10588743499383774,0.23717918891518688,DBVPG4304,0.0167,37.64175257731984,55.55154639175262
DBVPG_4376,DBVPG_4376,Rhodotorula mucilaginosa,21.5740374,0.1909976475348102,-0.020008109180895167,DBVPG4376,0.0166,-61.358247422680165,-77.44845360824738
DBVPG_4378,DBVPG_4378,Rhodotorula mucilaginosa,22.46932495,-0.2712188614678145,0.061013075191771154,DBVPG4378,0.0167,37.64175257731984,-55.44845360824738
DBVPG_4380,DBVPG_4380,Rhodotorula mucilaginosa,20.38654859,0.20569282676455675,0.1335737392314286,DBVPG4380,0.0168,99.64175257731983,-97.44845360824738
DBVPG_4408,DBVPG_4408,Rhodotorula mucilaginosa,20.26167224,-0.45993222815066104,-0.16461857622094433,DBVPG4408,0.0166,-61.358247422680165,-98.44845360824738
DBVPG_4466,DBVPG_4466,Rhodotorula mucilaginosa,24.32180507,0.9096601750599372,0.06679971757931749,DBVPG4466,0.0167,37.64175257731984,29.551546391752623
DBVPG_4530,DBVPG_4530,Rhodotorula taiwanensis,7.734929112,-0.16891719301858207,0.10767994490448035,DBVPG4530,0.0171,-2.9166666666664014,-13.166666666666586
DBVPG_4531,DBVPG_4531,Rhodotorula taiwanensis,9.787060205,-0.5685398085756378,0.1233038082374435,DBVPG4531,0.0172,0.5833333333335986,-11.166666666666586
DBVPG_4534,DBVPG_4534,Rhodotorula mucilaginosa,18.28030265,-0.7242965386372829,-0.0112692435396165,DBVPG4534,0.0167,37.64175257731984,-114.44845360824738
DBVPG_4618,DBVPG_4618,Rhodotorula mucilaginosa,16.50590093,-0.00951426560623064,-0.057186202274907734,DBVPG4618,0.0167,37.64175257731984,-126.44845360824738
DBVPG_4669,DBVPG_4669,Rhodotorula mucilaginosa,24.00352902,-0.09790845032570047,0.0031644067995663843,DBVPG4669,0.0166,-61.358247422680165,14.551546391752623
DBVPG_4920,DBVPG_4920,Rhodotorula mucilaginosa,20.93218639,-0.2611264336064453,-0.3520612201110827,DBVPG4920,0.0167,37.64175257731984,-91.44845360824738
DBVPG_4945,DBVPG_4945,Rhodotorula mucilaginosa,25.51658548,-0.05020025739597945,0.013115844087328717,DBVPG4945,0.0167,37.64175257731984,78.55154639175262
DBVPG_4946,DBVPG_4946,Rhodotorula mucilaginosa,25.10678564,0.8244875808846256,0.04804305382803877,DBVPG4946,0.0167,37.64175257731984,63.55154639175262
DBVPG_4947,DBVPG_4947,Rhodotorula mucilaginosa,29.32687081,0.037827118568553496,0.047017767040526334,DBVPG4947,0.0167,37.64175257731984,106.55154639175262
DBVPG_4949,DBVPG_4949,Rhodotorula mucilaginosa,22.35962909,-0.14798004538611195,0.2149007180632519,DBVPG4949,0.0166,-61.358247422680165,-57.44845360824738
DBVPG_4956,DBVPG_4956,Rhodotorula mucilaginosa,24.30947492,-0.40421034214368573,-0.19771085765195945,DBVPG4956,0.0166,-61.358247422680165,28.551546391752623
DBVPG_4957,DBVPG_4957,Rhodotorula mucilaginosa,23.32944024,-1.2159971165965193,-0.07164153951062831,DBVPG4957,0.0166,-61.358247422680165,-16.448453608247377
DBVPG_4958,DBVPG_4958,Rhodotorula mucilaginosa,19.57003458,-0.020042206711816356,0.0036279760003962752,DBVPG4958,0.0166,-61.358247422680165,-105.44845360824738
DBVPG_4962,DBVPG_4962,Rhodotorula mucilaginosa,24.83513627,0.4098268672213077,-0.14963204900740648,DBVPG4962,0.0167,37.64175257731984,49.55154639175262
DBVPG_4963,DBVPG_4963,Rhodotorula mucilaginosa,23.21289994,0.3354368500880444,0.16431302639970893,DBVPG4963,0.0167,37.64175257731984,-21.448453608247377
DBVPG_4964,DBVPG_4964,Rhodotorula mucilaginosa,16.21948858,0.19976045403588605,-0.06688067711866869,DBVPG4964,0.0167,37.64175257731984,-128.44845360824738
DBVPG_5225,DBVPG_5225,Rhodotorula mucilaginosa,24.13093889,0.10032335066445242,-0.10000935779824337,DBVPG5225,0.0167,37.64175257731984,21.551546391752623
DBVPG_5226,DBVPG_5226,Rhodotorula mucilaginosa,27.48222749,-0.2391446796288892,-0.4336534536757126,DBVPG5226,0.0167,37.64175257731984,101.55154639175262
DBVPG_5227,DBVPG_5227,Rhodotorula mucilaginosa,22.56044183,0.44466660353973675,0.17573971515261788,DBVPG5227,0.0167,37.64175257731984,-50.44845360824738
DBVPG_5228,DBVPG_5228,Rhodotorula mucilaginosa,23.42394362,0.4019907497180002,-0.31624918672153235,DBVPG5228,0.0167,37.64175257731984,-13.448453608247377
DBVPG_5229,DBVPG_5229,Rhodotorula mucilaginosa,21.72444256,-1.7720010696056234,0.23337359917159578,DBVPG5229,0.0166,-61.358247422680165,-73.44845360824738
DBVPG_5235,DBVPG_5235,Rhodotorula mucilaginosa,24.8936214,2.612184014698274,0.048728282259671296,DBVPG5235,0.0166,-61.358247422680165,52.55154639175262
DBVPG_5236,DBVPG_5236,Rhodotorula mucilaginosa,23.46507539,0.4899099598755527,0.15807581745666013,DBVPG5236,0.0167,37.64175257731984,-7.448453608247377
DBVPG_5757,DBVPG_5757,Rhodotorula mucilaginosa,18.16158768,-0.37940478213338563,-0.3735993052215049,DBVPG5757,0.0166,-61.358247422680165,-117.44845360824738
DBVPG_5758,DBVPG_5758,Rhodotorula mucilaginosa,21.50761609,0.34975065986810916,-0.010127364198168337,DBVPG5758,0.0166,-61.358247422680165,-78.44845360824738
DBVPG_5759,DBVPG_5759,Rhodotorula mucilaginosa,19.2848049,-0.5514612027342941,-0.2021826289200121,DBVPG5759,0.0166,-61.358247422680165,-107.44845360824738
DBVPG_6081,DBVPG_6081,Rhodotorula glutinis,20.5027828,0.5775744971340143,0.09353791441072883,DBVPG6081,0.0151,-5.684341886080803e-14,8.526512829121202e-14
DBVPG_6083,DBVPG_6083,Rhodotorula graminis,17.64377574,0.11079557597994635,-0.20175084968308354,DBVPG6083,0.016,4.250000000000057,6.999999999999886
DBVPG_6091,DBVPG_6091,Rhodotorula mucilaginosa,24.91900263,0.003072786051248939,0.25531744843886894,DBVPG6091,0.0167,37.64175257731984,53.55154639175262
DBVPG_6092,DBVPG_6092,Rhodotorula mucilaginosa,21.60916696,-0.09298847702940266,0.04977248710863214,DBVPG6092,0.0167,37.64175257731984,-74.44845360824738
DBVPG_6093,DBVPG_6093,Rhodotorula mucilaginosa,18.5472794,-0.02835644969539395,0.15938026207432252,DBVPG6093,0.0167,37.64175257731984,-110.44845360824738
DBVPG_6121,DBVPG_6121,Rhodotorula toruloides,23.43875194,0.333114921431085,0.11103178343090579,DBVPG6121,0.0169,-5.812499999999972,63.875
DBVPG_6195,DBVPG_6195,Rhodotorula diobovata,16.42027428,0.04349541758354222,0.1491230224874119,DBVPG6195,0.0151,-0.6000000000000227,-12.000000000000114
DBVPG_6202,DBVPG_6202,Rhodotorula diobovata,19.98733447,-0.3401437474683817,0.15137148219636573,DBVPG6202,0.0151,-0.6000000000000227,14.999999999999886
DBVPG_6593,DBVPG_6593,Rhodotorula mucilaginosa,23.32772859,-0.49042500924632887,-0.6198848320248884,DBVPG6593,0.0167,37.64175257731984,-17.448453608247377
DBVPG_6739,DBVPG_6739,Rhodotorula toruloides,21.01335697,-0.2088375083127158,-0.20822458817886275,DBVPG6739,0.0169,-5.812499999999972,-15.125
DBVPG_6740,DBVPG_6740,Pseudomicrostroma phylloplanum,21.36406731,0.007905890250557806,-0.019275522604740025,DBVPG6740,0.0173,0.0,-1.0658141036401505e-13
DBVPG_6741,DBVPG_6741,Rhodotorula mucilaginosa,24.08741772,2.4492244842040445,-0.20404087753857625,DBVPG6741,0.0167,37.64175257731984,18.551546391752623
DBVPG_6742,DBVPG_6742,Rhodotorula mucilaginosa,25.11841147,-0.6890344035828196,-0.1945211368612452,DBVPG6742,0.0167,37.64175257731984,64.55154639175262
DBVPG_6743,DBVPG_6743,Rhodotorula mucilaginosa,25.04456603,-0.8445138061175022,-0.2680051202730445,DBVPG6743,0.0167,37.64175257731984,61.55154639175262
DBVPG_6803,DBVPG_6803,Rhodotorula mucilaginosa,22.32252704,-1.0852534219325514,0.12176704506464074,DBVPG6803,0.0167,37.64175257731984,-60.44845360824738
DBVPG_7019,DBVPG_7019,Rhodotorula mucilaginosa,23.42592417,-0.28182223033276976,-0.09088576801171612,DBVPG7019,0.0167,37.64175257731984,-12.448453608247377
DBVPG_7021,DBVPG_7021,Rhodotorula graminis,10.55209411,-0.24514167764741196,0.3140958918861022,DBVPG7021,0.0158,-4.249999999999943,-7.000000000000114
DBVPG_7316,DBVPG_7316,Rhodotorula paludigena,24.35055475,1.3903371225303922,0.12429598674741925,DBVPG7316,0.0159,-5.277777777777686,91.33333333333329
DBVPG_7323,DBVPG_7323,Rhodotorula paludigena,13.8155065,-0.7286180768990304,-0.2336910010214415,DBVPG7323,0.0158,-9.777777777777686,-74.66666666666671
DBVPG_7539,DBVPG_7539,Rhodotorula kratochvilovae,7.639441236,0.14985183603570584,0.0918708156956966,DBVPG7539,0.0156,-3.1263880373444413e-13,-0.3333333333336696
DBVPG_8043,DBVPG_8043,Rhodotorula mucilaginosa,25.18338189,0.4045226436608322,0.06991740070108347,DBVPG8043,0.0167,37.64175257731984,66.55154639175262
DBVPG_8058,DBVPG_8058,Rhodotorula sp. clade I,23.96362788,0.8600319629734416,-0.01569646868953048,DBVPG8058,0.015,2.8421709430404014e-14,73.57142857142854
TFCN_0520-4-2-1,0520-4-2-1,Rhodotorula taiwanensis,18.40074656,0.2862465699957063,-0.07968293863825823,TFCN0520421,0.0172,0.5833333333335986,12.833333333333414
TFCN_0520-4-2-2,0520-4-2-2,Rhodotorula taiwanensis,19.93582183,0.42506701372353395,0.07348501724370816,TFCN0520422,0.0172,0.5833333333335986,22.83333333333341
TFCN_100D-1,100D-1,Rhodotorula mucilaginosa,21.81549105,-0.4741599304588125,-0.25619445908704286,TFCN100D1,0.0166,-61.358247422680165,-70.44845360824738
TFCN_102C-1,102C-1,Rhodotorula mucilaginosa,26.29944363,0.09193317051056363,0.12049033357684656,TFCN102C1,0.0167,37.64175257731984,91.55154639175262
TFCN_102C-2,102C-2,Rhodotorula mucilaginosa,22.47731299,0.20629798870001045,0.1002389030459366,TFCN102C2,0.0166,-61.358247422680165,-54.44845360824738
TFCN_102D-1,102D-1,Rhodotorula mucilaginosa,21.87794441,-0.17482467992029327,0.24924275688311293,TFCN102D1,0.0166,-61.358247422680165,-68.44845360824738
TFCN_102D-2,102D-2,Rhodotorula mucilaginosa,25.30267401,-0.2786915982371998,-0.13498713358060527,TFCN102D2,0.0167,37.64175257731984,70.55154639175262
TFCN_105A-2,105A-2,Rhodotorula mucilaginosa,24.19630831,-0.7368351469612912,-0.02148853743109508,TFCN105A2,0.0167,37.64175257731984,24.551546391752623
TFCN_106A-1,106A-1,Rhodotorula mucilaginosa,24.04070687,0.15414707076257783,-0.006733715726705864,TFCN106A1,0.0167,37.64175257731984,15.551546391752623
TFCN_107A-6,107A-6,Rhodotorula mucilaginosa,22.54508341,0.024321834431207598,-0.346530283405761,TFCN107A6,0.0167,37.64175257731984,-51.44845360824738
TFCN_107C-3,107C-3,Rhodotorula mucilaginosa,24.65335141,-1.0297079668422615,-0.5044989090570867,TFCN107C3,0.0166,-61.358247422680165,41.55154639175262
TFCN_118C-2,118C-2,Rhodotorula mucilaginosa,22.49559082,-0.5156408225067839,-0.0965071344724406,TFCN118C2,0.0166,-61.358247422680165,-53.44845360824738
TFCN_130D-4,130D-4,Rhodotorula mucilaginosa,23.34521089,-0.24686637387414978,-0.1719791467244712,TFCN130D4,0.0167,37.64175257731984,-15.448453608247377
TFCN_134A-3,134A-3,Rhodotorula mucilaginosa,24.46531655,2.5745823383074584,0.243471569443006,TFCN134A3,0.0166,-61.358247422680165,33.55154639175262
TFCN_137C-3,137C-3,Rhodotorula mucilaginosa,24.65058665,0.2937076527070829,0.27418773261565915,TFCN137C3,0.0167,37.64175257731984,40.55154639175262
TFCN_137D-4,137D-4,Rhodotorula mucilaginosa,26.2336752,0.14946527544595928,-0.012471860964552921,TFCN137D4,0.0167,37.64175257731984,90.55154639175262
TFCN_140A-3,140A-3,Rhodotorula mucilaginosa,21.58755111,0.47106850612518447,-0.07552924782995853,TFCN140A3,0.0166,-61.358247422680165,-76.44845360824738
TFCN_141C-2,141C-2,Rhodotorula mucilaginosa,25.00870143,-0.6066317514026774,0.2563841714756826,TFCN141C2,0.0167,37.64175257731984,57.55154639175262
TFCN_152A-1,152A-1,Rhodotorula mucilaginosa,26.91924418,0.9636272683093324,0.3269936554153371,TFCN152A1,0.0166,-61.358247422680165,96.55154639175262
TFCN_152A-12,152A-12,Rhodotorula mucilaginosa,26.46353895,0.07584610242529413,-0.1741837354144421,TFCN152A12,0.0166,-61.358247422680165,93.55154639175262
TFCN_152A-2,152A-2,Rhodotorula mucilaginosa,23.47743445,-0.13549046612430687,0.01607554005738299,TFCN152A2,0.0166,-61.358247422680165,-6.448453608247377
TFCN_152A-4,152A-4,Rhodotorula toruloides,21.72629878,0.25668471478069305,-0.0225699344619375,TFCN152A4,0.0173,5.187500000000028,1.875
TFCN_152A-5,152A-5,Rhodotorula mucilaginosa,23.46009155,0.5247095092590772,-0.023858807508140376,TFCN152A5,0.0166,-61.358247422680165,-9.448453608247377
TFCN_152A-6,152A-6,Rhodotorula toruloides,20.98684123,0.0993961355087701,0.05475097533485606,TFCN152A6,0.0173,5.187500000000028,-16.125
TFCN_152C-3,152C-3,Rhodotorula toruloides,22.99771427,-0.07230081881915301,-0.029849166116174122,TFCN152C3,0.0173,5.187500000000028,41.875
TFCN_152C-5,152C-5,Rhodotorula mucilaginosa,22.67638681,-0.1119306126097937,-0.060924040318009694,TFCN152C5,0.0166,-61.358247422680165,-45.44845360824738
TFCN_152C-6,152C-6,Rhodotorula toruloides,18.61932605,-0.8462192965717821,-0.09603767057898854,TFCN152C6,0.0171,-3.312499999999972,-35.125
TFCN_152D-4,152D-4,Rhodotorula toruloides,21.37887069,-0.36439475830060464,-0.04925158232366031,TFCN152D4,0.0173,5.187500000000028,-7.125
TFCN_152D-6,152D-6,Rhodotorula toruloides,18.63038826,-0.10123373767864052,-0.2242986749398889,TFCN152D6,0.0169,-5.812499999999972,-34.125
TFCN_17-0-2E334-10,17-0-2E334-10,Rhodotorula mucilaginosa,22.39296574,-0.010629303457510033,-0.2119404205954497,TFCN1702E33410,0.0166,-61.358247422680165,-56.44845360824738
TFCN_17-0-2E334-4,17-0-2E334-4,Rhodotorula mucilaginosa,24.86836471,0.18753296063633348,0.06496493935103433,TFCN1702E3344,0.0167,37.64175257731984,51.55154639175262
TFCN_17-0-2E337-3,17-0-2E337-3,Rhodotorula mucilaginosa,24.65463772,0.08746326108283518,-0.17619939588485545,TFCN1702E3373,0.0167,37.64175257731984,42.55154639175262
TFCN_17-0-2E390-1,17-0-2E390-1,Rhodotorula mucilaginosa,25.20220553,-0.06641364366880823,-0.1984068911367278,TFCN1702E3901,0.0167,37.64175257731984,68.55154639175262
TFCN_17-0-2E390-2,17-0-2E390-2,Rhodotorula mucilaginosa,23.99895699,0.38638836350212935,0.17293266616197106,TFCN1702E3902,0.0166,-61.358247422680165,13.551546391752623
TFCN_17-267M-1,17-267M-1,Rhodotorula mucilaginosa,25.26473036,-0.7653173019769298,0.25402403769959514,TFCN17267M1,0.0167,37.64175257731984,69.55154639175262
TFCN_17-291Y-1,17-291Y-1,Rhodotorula mucilaginosa,24.7066069,0.21785634847584165,0.19646866806419683,TFCN17291Y1,0.0166,-61.358247422680165,44.55154639175262
TFCN_17-325D-2,17-325D-2,Rhodotorula mucilaginosa,24.08676085,0.7300713640382402,0.2060856263601672,TFCN17325D2,0.0167,37.64175257731984,17.551546391752623
TFCN_17-325D-4,17-325D-4,Rhodotorula mucilaginosa,25.3925701,0.6548059176602531,0.18263252929559162,TFCN17325D4,0.0167,37.64175257731984,73.55154639175262
TFCN_17-325P-1,17-325P-1,Rhodotorula mucilaginosa,25.78418549,0.39999903959479544,-0.0596474314708894,TFCN17325P1,0.0167,37.64175257731984,83.55154639175262
TFCN_17-328C-3,17-328C-3,Rhodotorula sp. clade I,22.10189574,-0.24594633893681586,0.18453720665274626,TFCN17328C3,0.015,2.8421709430404014e-14,-4.428571428571459
TFCN_17-329Y-4,17-329Y-4,Rhodotorula mucilaginosa,22.88277479,-0.5689924979912712,-0.38007595542187383,TFCN17329Y4,0.0167,37.64175257731984,-37.44845360824738
TFCN_17-332C-1,17-332C-1,Rhodotorula mucilaginosa,22.97868155,0.19697988022011834,-0.07448945140182396,TFCN17332C1,0.0167,37.64175257731984,-33.44845360824738
TFCN_17-332C-2,17-332C-2,Rhodotorula mucilaginosa,24.18499887,-0.3727607751523779,0.06591581599660797,TFCN17332C2,0.0167,37.64175257731984,22.551546391752623
TFCN_17-332M-2,17-332M-2,Rhodotorula mucilaginosa,22.97705776,-0.15704375751588587,0.27179587301345876,TFCN17332M2,0.0167,37.64175257731984,-34.44845360824738
TFCN_17-332P-1,17-332P-1,Rhodotorula mucilaginosa,22.75990749,-0.532515854091988,-0.19060738585391787,TFCN17332P1,0.0166,-61.358247422680165,-41.44845360824738
TFCN_17-332P-2,17-332P-2,Rhodotorula mucilaginosa,23.91822341,-0.08150724212013723,0.2381706196261969,TFCN17332P2,0.0167,37.64175257731984,8.551546391752623
TFCN_17-333D-2,17-333D-2,Rhodotorula mucilaginosa,23.5905767,0.08960200533789506,-0.06946778695118792,TFCN17333D2,0.0167,37.64175257731984,-0.4484536082473767
TFCN_17-333P-6,17-333P-6,Rhodotorula mucilaginosa,27.28200817,0.9874444378330859,0.35602721106007784,TFCN17333P6,0.0167,37.64175257731984,98.55154639175262
TFCN_17-334C-1,17-334C-1,Rhodotorula mucilaginosa,24.67066616,0.3081563708092018,0.13171160426772446,TFCN17334C1,0.0167,37.64175257731984,43.55154639175262
TFCN_17-334D-6,17-334D-6,Rhodotorula mucilaginosa,23.98674505,0.18478391496567956,0.16666383933439224,TFCN17334D6,0.0167,37.64175257731984,12.551546391752623
TFCN_17-334Y-2,17-334Y-2,Rhodotorula mucilaginosa,25.34454032,-0.05899456290708852,0.05576578119879834,TFCN17334Y2,0.0166,-61.358247422680165,71.55154639175262
TFCN_17-334Y-3,17-334Y-3,Rhodotorula mucilaginosa,23.21891467,0.2967826112496518,0.22139418792002133,TFCN17334Y3,0.0166,-61.358247422680165,-20.448453608247377
TFCN_17-334Y-5,17-334Y-5,Rhodotorula mucilaginosa,24.86708616,0.15728112314163237,-0.08719551307568456,TFCN17334Y5,0.0167,37.64175257731984,50.55154639175262
TFCN_17-337P-5,17-337P-5,Rhodotorula mucilaginosa,25.94201354,1.1622023621083708,0.48788776995230354,TFCN17337P5,0.0167,37.64175257731984,87.55154639175262
TFCN_17-338D-3,17-338D-3,Rhodotorula mucilaginosa,27.43164458,-0.2082255515710235,-0.31735820210533794,TFCN17338D3,0.0166,-61.358247422680165,99.55154639175262
TFCN_17-390M-1,17-390M-1,Rhodotorula mucilaginosa,24.11197693,-0.39470025144902016,0.05386313510733614,TFCN17390M1,0.0166,-61.358247422680165,19.551546391752623
TFCN_172A-1,172A-1,Rhodotorula mucilaginosa,24.78203923,-0.14841229556002067,-0.1549646613533391,TFCN172A1,0.0167,37.64175257731984,46.55154639175262
TFCN_17Y-278-1,17Y-278-1,Rhodotorula mucilaginosa,24.94435915,-0.49148166501990487,-0.12977308392109996,TFCN17Y2781,0.0167,37.64175257731984,54.55154639175262
TFCN_181A-1,181A-1,Rhodotorula mucilaginosa,23.60157614,0.04197969988296848,0.26704141306863977,TFCN181A1,0.0167,37.64175257731984,0.5515463917526233
